review_id,candidate_type,source,company,job_id,canonical_opportunity_id,external_id,source_hash,title,url,location,department,expertise,current_language,current_language_locale,current_required_languages,candidate_required_languages,candidate_language_locale,candidate_location_restriction,candidate_pattern,candidate_confidence,evidence_text,risk_notes,suggested_review_action,review_decision,human_required_languages,human_language_locale,human_location_restriction,human_notes,apply_eligible
omgr_welocalize_language-locale_language-parenthetical-locale_7555,language_locale,welocalize,Welocalize,7555,918,2c640bb3-55d0-40b7-9724-1169443d4431,a2a15adccade6a7e446ffa099e45b014b8d85c2ff5d2bfffc95d3c0637cd92a2,Ads Quality Rater - Spanish (Mexico),https://jobs.lever.co/weloglobal/2c640bb3-55d0-40b7-9724-1169443d4431,"Mexico City, Mexico",Data Validation,Data Validation,Spanish,,,Spanish,Spanish Mexico,,language_parenthetical_locale,high,"title=Ads Quality Rater - Spanish (Mexico); location=Mexico City, Mexico; pattern=language_parenthetical_locale",Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_welocalize_language-requirement_translation-or-translator_7665,language_requirement,welocalize,Welocalize,7665,690,abd22b8d-f748-47b7-b925-d9af5a71d865,b4ddbc589d9c747abad69cbae54f283de2d7c86d05bc0e240e8910679f6f605e,English (United States) <> French (France) Lyric Translation Reviewer,https://jobs.lever.co/weloglobal/abd22b8d-f748-47b7-b925-d9af5a71d865,France,Data Validation,Data Validation,,,,"english, french",,,translation_or_translator,medium,"title=English (United States) <> French (France) Lyric Translation Reviewer; location=France; pattern=translation_or_translator; value=english, french",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_welocalize_language-requirement_translation-or-translator_7666,language_requirement,welocalize,Welocalize,7666,691,2a57f3d9-4ec8-4838-89a0-8fc6e421e9ca,9fa20f859569e0c5dc13095f40b83e61973a70b5cb58bc6112e98a58563f7fe9,English (United States) > German (Germany) Lyric Translation Reviewer,https://jobs.lever.co/weloglobal/2a57f3d9-4ec8-4838-89a0-8fc6e421e9ca,Germany,Data Validation,Data Validation,,,,"english, german",,,translation_or_translator,medium,"title=English (United States) > German (Germany) Lyric Translation Reviewer; location=Germany; pattern=translation_or_translator; value=english, german",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_welocalize_language-requirement_translation-or-translator_7718,language_requirement,welocalize,Welocalize,7718,740,c321add1-b7cb-4390-ae91-6f338ec0e6ee,0bd131f316aff294306f20363ca2e25bcbcb792175681245d7c122d5247b3150,Korean (Korea) <> English (United States) Lyric Translation Reviewer,https://jobs.lever.co/weloglobal/c321add1-b7cb-4390-ae91-6f338ec0e6ee,South Korea,Data Validation,Data Validation,,,,"english, korean",,,translation_or_translator,medium,"title=Korean (Korea) <> English (United States) Lyric Translation Reviewer; location=South Korea; pattern=translation_or_translator; value=english, korean",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_welocalize_language-requirement_translation-or-translator_7719,language_requirement,welocalize,Welocalize,7719,741,d1f093c7-88fe-44d3-9e2a-337766962cd0,1f3530f84a439bbe69cca24c37c38c07ffa4a31a068d06744fa0328415169728,Korean (Korea) > Japanese (Japan) Lyric Translation Reviewer,https://jobs.lever.co/weloglobal/d1f093c7-88fe-44d3-9e2a-337766962cd0,Japan,Data Validation,Data Validation,,,,"japanese, korean",,,translation_or_translator,medium,"title=Korean (Korea) > Japanese (Japan) Lyric Translation Reviewer; location=Japan; pattern=translation_or_translator; value=japanese, korean",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_welocalize_ambiguous-metadata_country-only-title-text_7525,ambiguous_metadata,welocalize,Welocalize,7525,899,96a11fc3-d786-4e85-933c-1155cb9217a7,afb1c1a8de6ca0b62e2676e4031697a962a1c8e1fcbc04352f575eefa5190e23,Ads Quality Rater - Bengali (India),https://jobs.lever.co/weloglobal/96a11fc3-d786-4e85-933c-1155cb9217a7,India,Data Validation,Data Validation,Bengali,,,,,,country_only_title_text,ambiguous,title=Ads Quality Rater - Bengali (India); location=India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_country-only-title-text_7528,ambiguous_metadata,welocalize,Welocalize,7528,902,ed2b0ed2-9c0b-4088-9bdb-e06029747338,841ce5be6c5131245becf1eeb18c051c2fc15444bf01cac5698d721b0aa20d6a,Ads Quality Rater - Catalan (Spain),https://jobs.lever.co/weloglobal/ed2b0ed2-9c0b-4088-9bdb-e06029747338,Spain,Data Validation,Data Validation,Catalan,,,,,,country_only_title_text,ambiguous,title=Ads Quality Rater - Catalan (Spain); location=Spain; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_country-only-title-text_7532,ambiguous_metadata,welocalize,Welocalize,7532,689,51ba0c2f-fbde-40bc-a673-e130bd84a24a,88b5e0335a614590e15bc7857d6ab9de3b3d7a55912a6d1e27e28e5748b4b483,Ads Quality Rater - Dutch (France),https://jobs.lever.co/weloglobal/51ba0c2f-fbde-40bc-a673-e130bd84a24a,France,Data Validation,Data Validation,Dutch,,,,,,country_only_title_text,ambiguous,title=Ads Quality Rater - Dutch (France); location=France; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_country-only-title-text_7543,ambiguous_metadata,welocalize,Welocalize,7543,911,b782302b-3ac6-4069-b295-1b0eb194329c,104533ff65be38d330b734d2679934687253c3865fa90f6148b087f68f9e9693,Ads Quality Rater - Italian (Brazil),https://jobs.lever.co/weloglobal/b782302b-3ac6-4069-b295-1b0eb194329c,Brazil,Data Validation,Data Validation,Italian,,,,,,country_only_title_text,ambiguous,title=Ads Quality Rater - Italian (Brazil); location=Brazil; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_country-only-title-text_7544,ambiguous_metadata,welocalize,Welocalize,7544,911,705e9c30-137e-4083-91f2-fbde6a2ff64c,44b7b511bcb4e23a6b9fb9eaa019b1968ebe09042c5bf682cfcc5a73a63ef43a,Ads Quality Rater - Italian (Germany),https://jobs.lever.co/weloglobal/705e9c30-137e-4083-91f2-fbde6a2ff64c,"Berlin, Germany",Data Validation,Data Validation,Italian,,,,,,country_only_title_text,ambiguous,"title=Ads Quality Rater - Italian (Germany); location=Berlin, Germany; pattern=country_only_title_text",Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_country-only-title-text_7556,ambiguous_metadata,welocalize,Welocalize,7556,919,bd85bc2d-573c-46bf-a78e-4a3899f8ad16,eded0b7ad60b3bd5083865bc631fbede7ae8ad53dd841a86c8b6135a0ebecc30,Ads Quality Rater - Tamil (India),https://jobs.lever.co/weloglobal/bd85bc2d-573c-46bf-a78e-4a3899f8ad16,India,Data Validation,Data Validation,Tamil,,,,,,country_only_title_text,ambiguous,title=Ads Quality Rater - Tamil (India); location=India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_welocalize_ambiguous-metadata_unmapped-dialect-or-language-token_7797,ambiguous_metadata,welocalize,Welocalize,7797,795,4a1fa6fa-72bc-408f-90df-1153125048af,3261828bfafa63162f4a15d3ce8164e0d9c164097fbfe135bf533c670056562a,Shape the Future of AI - Basque Talent Hub,https://jobs.lever.co/weloglobal/4a1fa6fa-72bc-408f-90df-1153125048af,Spain,AI Service General Application,AI Service General Application,Basque,,,,,,unmapped_dialect_or_language_token,ambiguous,title=Shape the Future of AI - Basque Talent Hub; location=Spain; pattern=unmapped_dialect_or_language_token; value=basque,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_rws_ambiguous-metadata_country-only-title-text_7491,ambiguous_metadata,rws,RWS TrainAI,7491,,4f1af0c5-5e41-4a30-a01d-bfce4091961e,7840647e9a047c3f364c0671001984185663756bda633e112c3f2d819291b24d,Linguistic AI Auditor (Bengali Bangladesh/India),https://jobs.lever.co/rws/4f1af0c5-5e41-4a30-a01d-bfce4091961e,Dhaka,Linguistic AI Auditing,Linguistic AI Auditing,,,,,,,country_only_title_text,ambiguous,title=Linguistic AI Auditor (Bengali Bangladesh/India); location=Dhaka; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_rws_ambiguous-metadata_country-only-title-text_7505,ambiguous_metadata,rws,RWS TrainAI,7505,,43b76faa-cf15-4300-b85d-773265ee44a7,17f1b686e17e7e85b7fbce9a0051d1484c3bfd476a1c18a683a470ab9caf20bb,Speech AI Evaluation Specialist - Bengali (India),https://jobs.lever.co/rws/43b76faa-cf15-4300-b85d-773265ee44a7,New Delhi,Speech AI Evaluation,Speech AI Evaluation,,,,,,,country_only_title_text,ambiguous,title=Speech AI Evaluation Specialist - Bengali (India); location=New Delhi; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_rws_ambiguous-metadata_country-only-title-text_7521,ambiguous_metadata,rws,RWS TrainAI,7521,,6488833f-86c3-480c-9dd1-1667f27a372c,84725d285954c88b1aeb96bd1d39c097bcf84ffff12db7c738e7b9d7733029cb,Speech AI Evaluation Specialist - Vietnamese (USA),https://jobs.lever.co/rws/6488833f-86c3-480c-9dd1-1667f27a372c,Remote,Speech AI Evaluation,Speech AI Evaluation,,,,,,,country_only_title_text,ambiguous,title=Speech AI Evaluation Specialist - Vietnamese (USA); location=Remote; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_appen_language-locale_language-dash-locale_25,language_locale,appen,Appen,25,,f2c085ae-9426-4a7a-b2ea-a8254918e680,3c07bbdfd13444a85e0206fd3c32695076ef46e8e8062e804c237b22c89770d5,Social Media Evaluator (Spanish-Mexico),https://jobs.lever.co/appen/f2c085ae-9426-4a7a-b2ea-a8254918e680,Mexico,AI Trainers - Domain Experts,,,,,Spanish,Spanish Mexico,,language_dash_locale,high,title=Social Media Evaluator (Spanish-Mexico); location=Mexico; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_appen_language-locale_language-dash-locale_30,language_locale,appen,Appen,30,,3e36c055-856a-49bd-a46e-d353f81064ba,960164d0dee3ed1f3ac176c6b84a15a6342d34ee0e93a52963706accd6012ae6,Video Collector - (English - France),https://jobs.lever.co/appen/3e36c055-856a-49bd-a46e-d353f81064ba,France,AI Trainers - Domain Experts,,,,,English,English France,,language_dash_locale,high,title=Video Collector - (English - France); location=France; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_appen_language-locale_language-dash-locale_32,language_locale,appen,Appen,32,,aea92640-d286-41f7-982b-a1544a0947c5,946487944265aaa165d70aa55a97acb0a405080d84546b9668e94a21036edd09,Video Collector - (English - Mexico),https://jobs.lever.co/appen/aea92640-d286-41f7-982b-a1544a0947c5,Mexico,AI Trainers - Domain Experts,,,,,English,English Mexico,,language_dash_locale,high,title=Video Collector - (English - Mexico); location=Mexico; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_appen_language-locale_language-dash-locale_33,language_locale,appen,Appen,33,,3e018f04-d0ca-41e3-8dbe-404ced7d64ef,dd9590603ee833d917cdee9d14cb6a6437bf6615eb6f572ce2ea25867b825c2f,Video Collector - (English - Spain),https://jobs.lever.co/appen/3e018f04-d0ca-41e3-8dbe-404ced7d64ef,Spain,AI Trainers - Domain Experts,,,,,English,English Spain,,language_dash_locale,high,title=Video Collector - (English - Spain); location=Spain; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_appen_language-requirement_translation-or-translator_8,language_requirement,appen,Appen,8,,dc1ac915-13e6-4258-9fe5-203553c345c4,822d1edab3675e772bb2fc06d601e4f773e9d6b6b84111cbd6375d16fb1e69a6,AI Translation Evaluator; Russian-English,https://jobs.lever.co/appen/dc1ac915-13e6-4258-9fe5-203553c345c4,Any,AI Trainers - Domain Experts,,,,,"english, russian",,,translation_or_translator,medium,"title=AI Translation Evaluator; Russian-English; location=Any; pattern=translation_or_translator; value=english, russian",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_appen_language-requirement_translation-or-translator_19,language_requirement,appen,Appen,19,,98bbe8f8-ab5c-48db-bcd6-93a8f747646b,86a642e006be0078d98ac42c16f0cfe1c9f5ea59c1e2b3915f3fc1e60a260219,Remote Japanese to Thai Translation Project,https://jobs.lever.co/appen/98bbe8f8-ab5c-48db-bcd6-93a8f747646b,Japan,AI Trainers - Domain Experts,,,,,japanese,,,translation_or_translator,medium,title=Remote Japanese to Thai Translation Project; location=Japan; pattern=translation_or_translator; value=japanese,Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_appen_language-requirement_translation-or-translator_28,language_requirement,appen,Appen,28,,9cafde4f-6d7f-4105-955c-f0ac29312034,f4efa80b8db54951d07fff43a9bc546eefea8ea37a6c050c8a49aff0921d69b3,Translation Evaluator – Korean/English,https://jobs.lever.co/appen/9cafde4f-6d7f-4105-955c-f0ac29312034,Any,AI Trainers - Domain Experts,,,,,"english, korean",,,translation_or_translator,medium,"title=Translation Evaluator – Korean/English; location=Any; pattern=translation_or_translator; value=english, korean",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_appen_language-requirement_translation-or-translator_29,language_requirement,appen,Appen,29,,61d70293-c3d0-4975-afe6-abe97a7aa69e,29bc4f81c983eab1cf0f8bccca435b56ef1371de0423a4fa7c25827c1bf3fba2,Translation Evaluator – Russian/English (Remote),https://jobs.lever.co/appen/61d70293-c3d0-4975-afe6-abe97a7aa69e,Any,AI Trainers - Domain Experts,,,,,"english, russian",,,translation_or_translator,medium,"title=Translation Evaluator – Russian/English (Remote); location=Any; pattern=translation_or_translator; value=english, russian",Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_appen_ambiguous-metadata_country-only-title-text_34,ambiguous_metadata,appen,Appen,34,,d9d1cb4f-e017-488a-8791-205363a31329,d0fae16380948ad9cf48d47fdadb8b6d9c640286e766faa594380abc7939d7fa,Video Collector - Canada Based,https://jobs.lever.co/appen/d9d1cb4f-e017-488a-8791-205363a31329,Canada,AI Trainers - Domain Experts,,,,,,,,country_only_title_text,ambiguous,title=Video Collector - Canada Based; location=Canada; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_outlier_ambiguous-metadata_country-only-title-text_1120,ambiguous_metadata,outlier,Outlier,1120,,4423486005,188acf06a76bab464e84edc8a7ac8719af65b4a92877e45fd353afc89b3cb079,Marathi (India) Freelance Writer,https://app.outlier.ai/en/expert/opportunities/4423486005,Remote - India,language,Language - Marathi,,,,,,,country_only_title_text,ambiguous,title=Marathi (India) Freelance Writer; location=Remote - India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_outlier_ambiguous-metadata_country-only-title-text_1132,ambiguous_metadata,outlier,Outlier,1132,,4423311005,e1a063dcfa9b40e5fe424fa3c11e13e88aded3070e5e68ca577d5db6f259abf1,Tamil (India) Freelance Writer,https://app.outlier.ai/en/expert/opportunities/4423311005,Remote - India,language,Language - Tamil,,,,,,,country_only_title_text,ambiguous,title=Tamil (India) Freelance Writer; location=Remote - India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_outlier_ambiguous-metadata_country-only-title-text_1133,ambiguous_metadata,outlier,Outlier,1133,,4423454005,285f4aa3930003c5e8cdf61b893befaa9a8c171b85e4cae8c2da6324bdbd369d,Telugu (India) Freelance Writer,https://app.outlier.ai/en/expert/opportunities/4423454005,Remote - India,language,Language - Telugu,,,,,,,country_only_title_text,ambiguous,title=Telugu (India) Freelance Writer; location=Remote - India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_outlier_ambiguous-metadata_country-only-title-text_1135,ambiguous_metadata,outlier,Outlier,1135,,4423487005,dfd7851e8b8d457cef7f53182445fd2701e3431bd0e5bce435731e9f370d3cd5,Urdu (India) Freelance Writer,https://app.outlier.ai/en/expert/opportunities/4423487005,Remote - India,language,Language - Urdu,,,,,,,country_only_title_text,ambiguous,title=Urdu (India) Freelance Writer; location=Remote - India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_language-locale_language-dash-locale_279,language_locale,meridial,Meridial,279,1110,4651799101,df7bbda607c1f9815e903a7563e4f8ae00a896690e2fdd928cf1b90794ed8fc7,LaTex Specialist (Fluent in Spanish- Latin America) - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4651799101,Mexico,The Agency: Worldwide Sharing > Engineering & Technology,Engineering & Technology,Spanish- Latin America,,,Spanish,Spanish Latin America,,language_dash_locale,high,title=LaTex Specialist (Fluent in Spanish- Latin America) - Freelance AI Trainer Project; location=Mexico; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-locale_language-dash-locale_280,language_locale,meridial,Meridial,280,1110,4651800101,419c3f3019ad5beecd55576230463f864ebaa7848bdaf24473b31519fe5ae946,LaTex Specialist (Fluent in Spanish- Latin America) - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4651800101,Colombia,The Agency: Worldwide Sharing > Engineering & Technology,Engineering & Technology,Spanish- Latin America,,,Spanish,Spanish Latin America,,language_dash_locale,high,title=LaTex Specialist (Fluent in Spanish- Latin America) - Freelance AI Trainer Project; location=Colombia; pattern=language_dash_locale,Locale is title-derived; verify it is language locale rather than applicant country.,Confirm language locale or keep diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-requirement_audio-language-role_650,language_requirement,meridial,Meridial,650,1388,4787630101,445003599f747c99e6f1c82d38d9468716272c5d24b73cd4bd0f49e5449e17be,Hindi Audio Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4787630101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,hindi,,,audio_language_role,high,title=Hindi Audio Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=audio_language_role; value=hindi,Title-derived language candidate; verify this is an applicant requirement before applying.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-requirement_audio-language-role_651,language_requirement,meridial,Meridial,651,1389,4787631101,7d621660e13e4874c7184a646800432ddbb4de73d4277553adb8656a52ce54c8,Spanish Audio Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4787631101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,spanish,,,audio_language_role,high,title=Spanish Audio Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=audio_language_role; value=spanish,Title-derived language candidate; verify this is an applicant requirement before applying.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-requirement_language-specialist-or-expert_534,language_requirement,meridial,Meridial,534,1323,4660215101,70b4371bf49239923200513b0aeb0040970451560576dfde0c61fd4bcfce041a,Mandarin Chinese Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4660215101,Singapore,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,chinese,,,language_specialist_or_expert,high,title=Mandarin Chinese Language Specialist - Freelance AI Trainer Project; location=Singapore; pattern=language_specialist_or_expert; value=chinese,Title-derived language candidate; verify this is an applicant requirement before applying.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-requirement_translation-or-translator_434,language_requirement,meridial,Meridial,434,1227,4651789101,b1b88d45f3f831ad369c8bbd90e15e6b142396400210d61747fef9efff734651,Chinese Translator - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4651789101,Singapore,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,chinese,,,translation_or_translator,medium,title=Chinese Translator - Freelance AI Trainer Project; location=Singapore; pattern=translation_or_translator; value=chinese,Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_meridial_language-requirement_translation-or-translator_433,language_requirement,meridial,Meridial,433,1226,4651788101,e2026d3ea57bda60298f11e12c83a8691542b4b13eef0a0887bed03d0760502b,German Translator - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4651788101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,german,,,translation_or_translator,medium,title=German Translator - Freelance AI Trainer Project; location=World Wide - Remote; pattern=translation_or_translator; value=german,Translation or multi-language title; verify whether all listed languages are required.,Confirm required language(s) or mark diagnostic only.,pending_review,,,,,yes
omgr_meridial_ambiguous-metadata_country-only-title-text_570,ambiguous_metadata,meridial,Meridial,570,1358,4685537101,3cb26f64fbfa4551b4b1fbf16af4c9225469d451b090853fc9a986fa6ab877d7,Bengali Language Specialist (India) - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4685537101,India,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,Bengali,,,,,,country_only_title_text,ambiguous,title=Bengali Language Specialist (India) - Freelance AI Trainer Project; location=India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_country-only-title-text_359,ambiguous_metadata,meridial,Meridial,359,1159,4796060101,32f697047bf3ab96dde83187cafb98e0b87bae9a93114fd6a346911d07564ed8,Financial Compliance Specialist (India) – Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4796060101,India,The Agency: Worldwide Sharing > Finance & Mathematics,Finance & Mathematics,,,,,,,country_only_title_text,ambiguous,title=Financial Compliance Specialist (India) – Freelance AI Trainer Project; location=India; pattern=country_only_title_text,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_trilingual-or-multilingual_565,ambiguous_metadata,meridial,Meridial,565,1354,4678403101,4349dc7da1ac0ac2d661f4f63b937f3c269f541019d2106342f420cb0f85f804,Afrikaans Trilingual Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4678403101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,,,,trilingual_or_multilingual,ambiguous,title=Afrikaans Trilingual Language Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=trilingual_or_multilingual,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_trilingual-or-multilingual_566,ambiguous_metadata,meridial,Meridial,566,1355,4678404101,c45648ba7113431814aafef2d4ea72c2819034d750a5b165ec821fd2d443e202,Basque Trilingual Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4678404101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,,,,trilingual_or_multilingual,ambiguous,title=Basque Trilingual Language Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=trilingual_or_multilingual,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_trilingual-or-multilingual_561,ambiguous_metadata,meridial,Meridial,561,1350,4678393101,35a1a144db2ee877f600c1395789c882696e89c8720a2d55abc55a6fcaf4c274,Bulgarian Trilingual Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4678393101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,,,,trilingual_or_multilingual,ambiguous,title=Bulgarian Trilingual Language Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=trilingual_or_multilingual,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_trilingual-or-multilingual_560,ambiguous_metadata,meridial,Meridial,560,1349,4678340101,246318168ead1e13cc141a8852251870d40a5b966d4942e393b8ccd85d65a5e3,Galician Trilingual Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4678340101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,,,,trilingual_or_multilingual,ambiguous,title=Galician Trilingual Language Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=trilingual_or_multilingual,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
omgr_meridial_ambiguous-metadata_trilingual-or-multilingual_567,ambiguous_metadata,meridial,Meridial,567,1356,4678405101,3c9addc67e03d0e651d780bd2e97002f536ed72359414fa4e4f0c73a01902c38,Hungarian Trilingual Language Specialist - Freelance AI Trainer Project,https://job-boards.eu.greenhouse.io/agency/jobs/4678405101,World Wide - Remote,The Agency: Worldwide Sharing > Language & Linguistics,Language & Linguistics,,,,,,,trilingual_or_multilingual,ambiguous,title=Hungarian Trilingual Language Specialist - Freelance AI Trainer Project; location=World Wide - Remote; pattern=trilingual_or_multilingual,Ambiguous title pattern; do not apply without human interpretation.,"Choose keep_diagnostic_only, needs_more_research, or provide corrected metadata.",pending_review,,,,,no
